time,logger,level,message,exception
2012-05-08 18:34:32.7260,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Raven%2fDocumentsByEntityName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_Raven_2fDocumentsByEntityName : AbstractViewGenerator
{
	public Index_Raven_2fDocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
let Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""]
select new { Tag, LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""] };
"";
		this.AddMapDefinition(docs => from doc in docs
			let Tag = doc[""@metadata""][""Raven-Entity-Name""]
			select new { Tag, LastModified = (DateTime)doc[""@metadata""][""Last-Modified""], __document_id = doc.__document_id });
		this.AddField(""LastModified"");
		this.AddField(""__document_id"");
		this.AddField(""Tag"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_Raven_2fDocumentsByEntityName : AbstractViewGenerator
{
	public Index_Raven_2fDocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
let Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""]
select new { Tag, LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""] };
"";
		this.AddMapDefinition(docs => from doc in docs
			let Tag = doc[""@metadata""][""Raven-Entity-Name""]
			select new { Tag, LastModified = (DateTime)doc[""@metadata""][""Last-Modified""], __document_id = doc.__document_id });
		this.AddField(""LastModified"");
		this.AddField(""__document_id"");
		this.AddField(""Tag"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2012-05-08 18:34:32.7310,Raven.Database.Indexing.IndexStorage,Info,Creating index Raven/DocumentsByEntityName with encoded name Raven/DocumentsByEntityName,
2012-05-08 18:34:32.7830,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Raven/DocumentsByEntityName,
2012-05-08 18:34:32.7830,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 3 because: PUT INDEX Raven/DocumentsByEntityName,
2012-05-08 18:34:32.7830,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:34:32.7830,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:34:34.1531,Raven.Database.Server.HttpServer,Debug,Request #   5: GET     -    30 ms - <default>  - 200 - /docs?pageSize=0&noCache=-857395017,
2012-05-08 18:34:34.1991,Raven.Database.Server.HttpServer,Debug,Request #   6: GET     -     7 ms - <default>  - 200 - /license/status?noCache=-1623862967,
2012-05-08 18:34:34.2281,Raven.Database.Server.HttpServer,Debug,Request #   7: GET     -    26 ms - <default>  - 200 - /build/version?noCache=-1127451547,
2012-05-08 18:34:34.2281,Raven.Database.Server.HttpServer,Debug,Request #   8: GET     -    28 ms - <default>  - 200 - /databases/?pageSize=1024&noCache=-641066711,
2012-05-08 18:34:34.5221,Raven.Database.Server.HttpServer,Debug,Request #   9: GET     -   319 ms - <default>  - 200 - /stats?noCache=-213042652,
2012-05-08 18:34:41.9581,Raven.Database.Server.HttpServer,Debug,Request #  10: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=-1267276151,
2012-05-08 18:37:31.9281,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Game', update: False, ",
2012-05-08 18:37:31.9301,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 4 because: PUT Game,
2012-05-08 18:37:31.9301,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 4, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:37:31.9301,Raven.Database.DocumentDatabase,Debug,Put document Game with etag 00000000-0000-0100-0000-000000000001,
2012-05-08 18:37:31.9301,Raven.Database.Server.HttpServer,Debug,Request #  11: PUT     -   139 ms - <default>  - 201 - /docs/Game,
2012-05-08 18:37:31.9521,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:37:32.0171,Raven.Database.Server.HttpServer,Debug,Request #  12: GET     -    65 ms - <default>  - 200 - /docs/Game?noCache=1746443276,
2012-05-08 18:37:32.0401,Raven.Database.Server.HttpServer,Debug,Request #  13: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=Game/&noCache=1257516914,
2012-05-08 18:37:32.1041,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0000-0000-000000000000,
2012-05-08 18:37:32.2721,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-05-08 18:37:32.3302,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0000-0000-000000000000",
2012-05-08 18:37:32.3382,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (Game),
2012-05-08 18:37:32.8852,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on Game result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: game
	LastModified I-: 20120508083731927
",
2012-05-08 18:37:33.2952,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-05-08 18:37:33.3452,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 5 because: WORK BY IndexingExecuter,
2012-05-08 18:37:33.3452,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 5, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:37:33.3452,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 5, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:37:39.5523,Raven.Database.Server.HttpServer,Debug,Request #  14: GET     -     3 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=1367187774,
2012-05-08 18:37:39.6463,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:37:39.6463,Raven.Database.Server.HttpServer,Debug,Request #  15: GET     -     2 ms - <default>  - 200 - /docs/Game?noCache=-1769837717,
2012-05-08 18:37:39.6693,Raven.Database.Server.HttpServer,Debug,Request #  16: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=Game/&noCache=-114405829,
2012-05-08 18:37:39.9273,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:37:44.9704,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:37:51.0095,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:37:54.5197,Raven.Database.Server.HttpServer,Debug,Request #  17: GET     -    51 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1746243355,
2012-05-08 18:38:08.5475,Raven.Database.Server.HttpServer,Debug,Request #  18: GET     -     1 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=119597323,
2012-05-08 18:38:08.6435,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:38:08.6435,Raven.Database.Server.HttpServer,Debug,Request #  19: GET     -     0 ms - <default>  - 200 - /docs/Game?noCache=-612215683,
2012-05-08 18:38:08.6665,Raven.Database.Server.HttpServer,Debug,Request #  20: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=Game/&noCache=2016711719,
2012-05-08 18:38:09.1515,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:38:14.2062,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:38:16.4583,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c', update: False, ",
2012-05-08 18:38:16.4583,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 6 because: PUT c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c,
2012-05-08 18:38:16.4583,Raven.Database.DocumentDatabase,Debug,Put document c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c with etag 00000000-0000-0100-0000-000000000002,
2012-05-08 18:38:16.4583,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 6, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:38:16.4583,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000001,
2012-05-08 18:38:16.4583,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-05-08 18:38:16.4583,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000001",
2012-05-08 18:38:16.4583,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c),
2012-05-08 18:38:16.4583,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c
	LastModified I-: 20120508083816458
",
2012-05-08 18:38:16.4583,Raven.Database.Server.HttpServer,Debug,Request #  21: POST    -     2 ms - <default>  - 201 - /docs/,
2012-05-08 18:38:16.4703,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c' was found,
2012-05-08 18:38:16.4703,Raven.Database.Server.HttpServer,Debug,Request #  22: GET     -     0 ms - <default>  - 200 - /docs/c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c?noCache=-1060868390,
2012-05-08 18:38:16.5163,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-05-08 18:38:16.5163,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 7 because: WORK BY IndexingExecuter,
2012-05-08 18:38:16.5163,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 7, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:38:16.5163,Raven.Database.Server.HttpServer,Debug,Request #  23: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=41984758,
2012-05-08 18:38:16.5163,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 7, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:38:16.5473,Raven.Database.Server.HttpServer,Debug,Request #  24: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c-&noCache=-434313395,
2012-05-08 18:38:16.5953,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c' was found,
2012-05-08 18:38:16.6073,Raven.Database.Server.HttpServer,Debug,Request #  25: GET     -     0 ms - <default>  - 200 - /docs/c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c?noCache=-1416004302,
2012-05-08 18:38:16.6303,Raven.Database.Server.HttpServer,Debug,Request #  26: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c-&noCache=-2051286098,
2012-05-08 18:38:17.2454,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c' was found,
2012-05-08 18:38:22.3265,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c' was found,
2012-05-08 18:38:27.3735,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c' was found,
2012-05-08 18:38:38.4091,Raven.Database.Server.HttpServer,Debug,Request #  27: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=947442577,
2012-05-08 18:38:38.5071,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:38:38.5071,Raven.Database.Server.HttpServer,Debug,Request #  28: GET     -     0 ms - <default>  - 200 - /docs/Game?noCache=-1560827808,
2012-05-08 18:38:38.5331,Raven.Database.Server.HttpServer,Debug,Request #  29: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=Game/&noCache=-1783902917,
2012-05-08 18:38:39.5441,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:38:40.2982,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Game', update: True, ",
2012-05-08 18:38:40.2982,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 8 because: PUT Game,
2012-05-08 18:38:40.2982,Raven.Database.DocumentDatabase,Debug,Put document Game with etag 00000000-0000-0100-0000-000000000003,
2012-05-08 18:38:40.2982,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 8, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:38:40.2982,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000002,
2012-05-08 18:38:40.2982,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-05-08 18:38:40.2982,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000002",
2012-05-08 18:38:40.2982,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (Game),
2012-05-08 18:38:40.2982,Raven.Database.Server.HttpServer,Debug,Request #  30: PUT     -    15 ms - <default>  - 201 - /docs/Game,
2012-05-08 18:38:40.2982,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on Game result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: game
	LastModified I-: 20120508083840298
",
2012-05-08 18:38:40.3122,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:38:40.3122,Raven.Database.Server.HttpServer,Debug,Request #  31: GET     -     0 ms - <default>  - 200 - /docs/Game?noCache=587797636,
2012-05-08 18:38:40.3442,Raven.Database.Server.HttpServer,Debug,Request #  32: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=Game/&noCache=1756383387,
2012-05-08 18:38:40.3642,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-05-08 18:38:40.3642,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 9 because: WORK BY IndexingExecuter,
2012-05-08 18:38:40.3662,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 9, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:38:40.3662,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 9, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:38:44.6004,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was found,
2012-05-08 18:38:45.3644,Raven.Database.DocumentDatabase,Debug,Delete a document with key: Game and etag ,
2012-05-08 18:38:45.3774,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was deleted,
2012-05-08 18:38:45.3954,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 10 because: DEL Game,
2012-05-08 18:38:45.3954,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 10, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:38:45.3954,Raven.Database.Server.HttpServer,Debug,Request #  33: DELETE  -    39 ms - <default>  - 204 - /docs/Game,
2012-05-08 18:38:45.5014,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Executing Index: Raven/DocumentsByEntityName, Keys: Game",
2012-05-08 18:38:45.5014,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Game' was not found,
2012-05-08 18:38:45.5014,Raven.Database.Indexing.Index.Indexing,Debug,Deleting (Game) from Raven/DocumentsByEntityName,
2012-05-08 18:38:45.5334,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 11 because: WORK BY IndexingExecuter,
2012-05-08 18:38:45.5334,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 11, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:38:45.5334,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 11, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:38:48.3166,Raven.Database.Server.HttpServer,Debug,Request #  34: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=45225794,
2012-05-08 18:38:48.4146,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c' was found,
2012-05-08 18:38:48.4146,Raven.Database.Server.HttpServer,Debug,Request #  35: GET     -     0 ms - <default>  - 200 - /docs/c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c?noCache=-2029296789,
2012-05-08 18:38:48.4696,Raven.Database.Server.HttpServer,Debug,Request #  36: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c-&noCache=1459343295,
2012-05-08 18:38:48.6346,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c' was found,
2012-05-08 18:38:52.3478,Raven.Database.DocumentDatabase,Debug,Delete a document with key: c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c and etag ,
2012-05-08 18:38:52.3478,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c' was deleted,
2012-05-08 18:38:52.3478,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 12 because: DEL c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c,
2012-05-08 18:38:52.3478,Raven.Database.Server.HttpServer,Debug,Request #  37: DELETE  -     3 ms - <default>  - 204 - /docs/c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c,
2012-05-08 18:38:52.3478,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Executing Index: Raven/DocumentsByEntityName, Keys: c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c",
2012-05-08 18:38:52.3478,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 12, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:38:52.3478,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c' was not found,
2012-05-08 18:38:52.3478,Raven.Database.Indexing.Index.Indexing,Debug,Deleting (c4f5f1a9-7b5a-4f5f-86d5-932f28d0d64c) from Raven/DocumentsByEntityName,
2012-05-08 18:38:52.3838,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 13 because: WORK BY IndexingExecuter,
2012-05-08 18:38:52.3838,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 13, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:38:52.3838,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 13, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:39:39.1430,Raven.Database.Server.HttpServer,Debug,Request #  38: GET     -    34 ms - <default>  - 200 - /stats?noCache=-1881982943,
2012-05-08 18:40:17.3387,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-05-08 18:40:17.3387,Raven.Database.Server.HttpServer,Debug,Request #  39: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-05-08 18:40:17.5227,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/games' was not found,
2012-05-08 18:40:17.5227,Raven.Database.Server.HttpServer,Debug,Request #  40: GET     -     0 ms - <default>  - 404 - /docs/Raven/Hilo/games,
2012-05-08 18:40:17.6407,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/games', update: False, ",
2012-05-08 18:40:17.6407,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 14 because: PUT Raven/Hilo/games,
2012-05-08 18:40:17.6407,Raven.Database.DocumentDatabase,Debug,Put document Raven/Hilo/games with etag 00000000-0000-0100-0000-000000000004,
2012-05-08 18:40:17.6407,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 14, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:40:17.6407,Raven.Database.Server.HttpServer,Debug,Request #  41: PUT     -     2 ms - <default>  - 201 - /docs/Raven/Hilo/games,
2012-05-08 18:40:17.6407,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000003,
2012-05-08 18:40:17.6407,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/games,
2012-05-08 18:40:17.6407,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 0 documents remained",
2012-05-08 18:40:17.6407,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Raven/DocumentsByEntityName, no indexing will be performed, updating to 00000000-0000-0100-0000-000000000004, 8/05/2012 8:40:17 AM",
