time,logger,level,message,exception
2012-05-08 18:40:17.6487,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 15 because: WORK BY IndexingExecuter,
2012-05-08 18:40:17.6487,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 15, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:40:17.6487,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 15, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:40:17.7537,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'games/1', update: False, ",
2012-05-08 18:40:17.7537,Raven.Database.DocumentDatabase,Debug,Put document games/1 with etag 00000000-0000-0100-0000-000000000005,
2012-05-08 18:40:17.7537,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 16 because: PUT games/1,
2012-05-08 18:40:17.7577,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 16, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:40:17.7577,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0090097,
2012-05-08 18:40:17.7577,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000004,
2012-05-08 18:40:17.7577,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-05-08 18:40:17.7577,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000004",
2012-05-08 18:40:17.7577,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (games/1),
2012-05-08 18:40:17.7577,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on games/1 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: games/1
	Tag I-: Games
	LastModified I-: 20120508084017753
",
2012-05-08 18:40:17.7577,Raven.Database.Server.HttpServer,Debug,Request #  42: POST    -    36 ms - <default>  - 200 - /bulk_docs,
2012-05-08 18:40:17.7577,Raven.Database.Server.HttpServer,Debug,"	PUT games/1
",
2012-05-08 18:40:17.8007,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-05-08 18:40:17.8007,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 17 because: WORK BY IndexingExecuter,
2012-05-08 18:40:17.8007,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 17, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:40:17.8007,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 17, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:40:29.1741,Raven.Database.Server.HttpServer,Debug,Request #  43: GET     -     8 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=-700668765,
2012-05-08 18:40:29.2791,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/1' was found,
2012-05-08 18:40:29.2791,Raven.Database.Server.HttpServer,Debug,Request #  44: GET     -     1 ms - <default>  - 200 - /docs/games/1?noCache=659019012,
2012-05-08 18:40:29.3051,Raven.Database.Server.HttpServer,Debug,Request #  45: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=games/1/&noCache=712597678,
2012-05-08 18:40:29.6801,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/1' was found,
2012-05-08 18:40:34.7694,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/1' was found,
2012-05-08 18:40:39.8164,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/1' was found,
2012-05-08 18:40:42.0906,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Raven/DocumentsByEntityName for: Tag:Games,
2012-05-08 18:40:42.2406,Raven.Database.Server.HttpServer,Debug,Request #  46: GET     -   159 ms - <default>  - 0 - /indexes/Raven/DocumentsByEntityName?query=Tag%253AGames&start=0&pageSize=0&aggregation=None,
2012-05-08 18:40:42.2406,Raven.Database.Server.HttpServer,Debug,"	Query: Tag:Games
	Time: 156 ms
	Index: Raven/DocumentsByEntityName
	Results: 0 returned out of 1 total.
",
2012-05-08 18:40:42.2666,Raven.Database.Server.HttpServer,Debug,Request #  47: POST    -   250 ms - <default>  - 200 - /multi_get/,
2012-05-08 18:40:42.2666,Raven.Database.Server.HttpServer,Debug,"	Query: Tag:Games
	Time: 156 ms
	Index: Raven/DocumentsByEntityName
	Results: 0 returned out of 1 total.
",
2012-05-08 18:40:43.8607,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Raven/DocumentsByEntityName for: Tag:Games,
2012-05-08 18:40:43.8987,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/1' was found,
2012-05-08 18:40:43.9077,Raven.Database.Server.HttpServer,Debug,Request #  48: GET     -    49 ms - <default>  - 200 - /indexes/Raven/DocumentsByEntityName?query=Tag%253AGames&start=0&pageSize=64&aggregation=None&noCache=-1963713299,
2012-05-08 18:40:43.9077,Raven.Database.Server.HttpServer,Debug,"	Query: Tag:Games
	Time: 43 ms
	Index: Raven/DocumentsByEntityName
	Results: 1 returned out of 1 total.
",
2012-05-08 18:43:01.1229,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-05-08 18:43:01.1229,Raven.Database.Server.HttpServer,Debug,Request #  49: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-05-08 18:43:01.3069,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Hilo/games' was found,
2012-05-08 18:43:01.3069,Raven.Database.Server.HttpServer,Debug,Request #  50: GET     -     0 ms - <default>  - 200 - /docs/Raven/Hilo/games,
2012-05-08 18:43:01.3569,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'Raven/Hilo/games', update: True, ",
2012-05-08 18:43:01.3569,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 18 because: PUT Raven/Hilo/games,
2012-05-08 18:43:01.3569,Raven.Database.DocumentDatabase,Debug,Put document Raven/Hilo/games with etag 00000000-0000-0100-0000-000000000006,
2012-05-08 18:43:01.3569,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000005,
2012-05-08 18:43:01.3569,Raven.Database.Impl.DocumentRetriever,Debug,Triggered Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/games,
2012-05-08 18:43:01.3569,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 18, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:43:01.3569,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 0 documents remained",
2012-05-08 18:43:01.3569,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Raven/DocumentsByEntityName, no indexing will be performed, updating to 00000000-0000-0100-0000-000000000006, 8/05/2012 8:43:01 AM",
2012-05-08 18:43:01.3569,Raven.Database.Server.HttpServer,Debug,Request #  51: PUT     -     3 ms - <default>  - 201 - /docs/Raven/Hilo/games,
2012-05-08 18:43:01.3569,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 19 because: WORK BY IndexingExecuter,
2012-05-08 18:43:01.3569,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 19, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:43:01.3569,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 19, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:43:01.4899,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'games/33', update: False, ",
2012-05-08 18:43:01.4899,Raven.Database.DocumentDatabase,Debug,Put document games/33 with etag 00000000-0000-0100-0000-000000000007,
2012-05-08 18:43:01.4899,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'games/34', update: False, ",
2012-05-08 18:43:01.4899,Raven.Database.DocumentDatabase,Debug,Put document games/34 with etag 00000000-0000-0100-0000-000000000008,
2012-05-08 18:43:01.4899,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'games/35', update: False, ",
2012-05-08 18:43:01.4899,Raven.Database.DocumentDatabase,Debug,Put document games/35 with etag 00000000-0000-0100-0000-000000000009,
2012-05-08 18:43:01.4899,Raven.Database.Indexing.WorkContext,Debug,"Incremented work counter to 20 because: PUT games/33, PUT games/34, PUT games/35",
2012-05-08 18:43:01.4899,Raven.Database.DocumentDatabase,Debug,Successfully executed 3 commands in 00:00:00.0021794,
2012-05-08 18:43:01.4899,Raven.Database.Server.HttpServer,Debug,Request #  52: POST    -     3 ms - <default>  - 200 - /bulk_docs,
2012-05-08 18:43:01.4899,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 20, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:43:01.4899,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 3 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000006,
2012-05-08 18:43:01.4899,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 3 documents remained",
2012-05-08 18:43:01.4899,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 3 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000006",
2012-05-08 18:43:01.4899,Raven.Database.Server.HttpServer,Debug,"	PUT games/33
	PUT games/34
	PUT games/35
",
2012-05-08 18:43:01.4899,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Indexing 3 documents for index: Raven/DocumentsByEntityName. (games/33,games/34,games/35)",
2012-05-08 18:43:01.4899,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on games/33 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: games/33
	Tag I-: Games
	LastModified I-: 20120508084301489
",
2012-05-08 18:43:01.4989,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on games/34 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: games/34
	Tag I-: Games
	LastModified I-: 20120508084301490
",
2012-05-08 18:43:01.4989,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on games/35 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: games/35
	Tag I-: Games
	LastModified I-: 20120508084301490
",
2012-05-08 18:43:01.5419,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 9 documents for Raven/DocumentsByEntityName,
2012-05-08 18:43:01.5429,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 21 because: WORK BY IndexingExecuter,
2012-05-08 18:43:01.5429,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 21, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:43:01.5429,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 21, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:43:12.6015,Raven.Database.Server.HttpServer,Debug,Request #  53: GET     -     1 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=/&noCache=1224777576,
2012-05-08 18:43:12.7075,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/1' was found,
2012-05-08 18:43:12.7075,Raven.Database.Server.HttpServer,Debug,Request #  54: GET     -     0 ms - <default>  - 200 - /docs/games/1?noCache=611344919,
2012-05-08 18:43:12.7465,Raven.Database.Server.HttpServer,Debug,Request #  55: GET     -     1 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=games/1/&noCache=-1476843614,
2012-05-08 18:43:13.4876,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/1' was found,
2012-05-08 18:43:14.5306,Raven.Database.Server.HttpServer,Debug,Request #  56: GET     -    28 ms - <default>  - 200 - /stats?noCache=211603701,
2012-05-08 18:43:16.7828,Raven.Database.DocumentDatabase,Debug,Delete a document with key: games/1 and etag ,
2012-05-08 18:43:16.7828,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/1' was deleted,
2012-05-08 18:43:16.7888,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 22 because: DEL games/1,
2012-05-08 18:43:16.8128,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Executing Index: Raven/DocumentsByEntityName, Keys: games/1",
2012-05-08 18:43:16.8128,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 22, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:43:16.8128,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/1' was not found,
2012-05-08 18:43:16.8128,Raven.Database.Indexing.Index.Indexing,Debug,Deleting (games/1) from Raven/DocumentsByEntityName,
2012-05-08 18:43:16.7888,Raven.Database.Server.HttpServer,Debug,Request #  57: DELETE  -     7 ms - <default>  - 204 - /docs/games/1,
2012-05-08 18:43:16.8348,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 23 because: WORK BY IndexingExecuter,
2012-05-08 18:43:16.8348,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 23, for: IndexingExecuter, will wait for additional work",
2012-05-08 18:43:16.8348,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 23, for: ReducingExecuter, will wait for additional work",
2012-05-08 18:43:50.5256,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Raven/DocumentsByEntityName for: Tag:Games,
2012-05-08 18:43:50.5256,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/33' was found,
2012-05-08 18:43:50.5256,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/34' was found,
2012-05-08 18:43:50.5256,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'games/35' was found,
2012-05-08 18:43:50.5286,Raven.Database.Server.HttpServer,Debug,Request #  58: GET     -    18 ms - <default>  - 200 - /indexes/dynamic/Games?query=&start=0&pageSize=128&aggregation=None,
2012-05-08 18:43:50.5286,Raven.Database.Server.HttpServer,Debug,"	Query: Tag:Games
	Time: 18 ms
	Index: Raven/DocumentsByEntityName
	Results: 3 returned out of 3 total.
",
2012-05-08 19:43:16.8485,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 23, for: ReducingExecuter, will wait for additional work",
2012-05-08 19:43:16.8505,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 23, for: IndexingExecuter, will wait for additional work",
2012-05-08 20:43:16.8609,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 23, for: ReducingExecuter, will wait for additional work",
2012-05-08 20:43:16.8609,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 23, for: IndexingExecuter, will wait for additional work",
